primary,keywords,snippet,station,NationalNetwork,month,date,start_time,end_time,program_title,MarketName
Alaska Native,Alaska Native,"and we're prepared to do that on behalf of the people of the state and the country. mary pola made history as the first alaska native elected to congress. so how do folks in alaska feel about the democrat leaving and republican nick baggage winning alaska's sole us house seat? eur alaska link lingam david spoke with folks in anchorage. i'm here at lose library, where alaskans are sharing their opinions about newly appointed house representative nick bega. i don't know. i was kind of surprised to see it go so close, i guess, considering that two years ago she kind of like blew everyone out of the water. so while the ballots abulations show nick begat as the new appointed us house representative, there are …",KJUD,ABC,Nov,2024-11-21,22:00:00,22:35:00,ABC Alaska News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… a creek to a pond, up a hill and into a hydrant. you see behind me are a fan style gun where it has an air compressor and water basic. visitors to the city boosting tourism, fairbanks is one of only 14 communities across the country to be awarded one of those grants. preparations are underway for a 4th annual community feast at ua in june its planned for next week, tuesday, november 19, at the native and rural students center on campus. it's a chance for students, faculty and the community to connect over a good meal and celebrate alaska native tradition. some great news out of the alaska sea life center and seaworld orlando. yuki the walrus is growing big and strong. she continues to gain weight and get 6 bottles of walrus formula daily. the seaworld orlando facebook post shows that since uci's recent arrival, she receives constant care and cuddles from her team, and that'll do it for our trip around alaska. a list is back next with your full forecast, but first. let's meet today's hometown hero hometown heroes brought to you by anchorage chrysler dodge center, the fort wayne wright fire department bids farewell to firefighter …",KJUD,ABC,Nov,2024-11-13,22:00:00,22:35:00,ABC Alaska News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… families in the area. sarah chamberlain home schools her three children --- and she's using this rare opportunity to teach them a biology lesson. sarah chamberlain, mother: ""we did a watercolor activity with the kids. the top of a fin whale is gray and the belly is white. that's one of the things that distinguishes it from other baleen whales."" her son everette found the baleen particularly interesting. nats ""yeah like the art native alaskans make with...."" quinn white, reporter ""this is a wonderful educational opportunity for families. but think twice before you take anything from the whale. unless you meet specific requirements, you could be breaking the law."" barbara mahoney noaa fisheries biologist: ""the endangered species act is a law that prohibits the removal of marine mammals, and that includes animals that are stranded on the beach."" however there are exceptions for researchers as well as alaska native peoples. alaska native individuals are allowed to harvest marine mammals for subsistence purposes including the creation and sale of handicrafts and clothing. it is illegal for non- natives to do so. those found in violation of the endangered species act can face fines of up to twenty-five thousand dollars per violation. unless you meet those criteria you can look and even touch but don't take. you can visit the whale while it's still on the mud flats but be warned it's starting to smell ... bad. thanksgiving is coming up which means the focus for many people is dessert... and tomorrow is just …",WAPT,ABC,Nov,2024-11-24,22:30:00,23:05:00,16WAPT 1030pm News Sunday,"Jackson, MS"
Alaska Native,Alaska Native,"… average temperatures, something we have not seen much at all this month of november. that settles in for the holiday weekend and beyond. so again, we unfortunately have that messy thanksgiving. but patrice and dan you know, the good news is the roads are dry tomorrow and through the holiday weekend. bundle up next week. highs in the 30s, lows in the lower 20s. >>seasonal definitely. all right. everybody needs a meal on thanksgiving. and one nice woman is taking to new heights to make sure her neighbors get their turkey before thursday. >>we're talking about real new heights. the alaska native is air dropping the birds. take a look. that's esther sanderlin. she loads the frozen turkeys onto her plane and then drops them off to her neighbors. she says she's been doing this for about three years now, but this year she dropped off 40 turkeys. and i know you're wondering if bruce is the bird. >>they're all frozen, so some people are like does this hurt the turkey? is it like tenderized or, you know, they're all frozen. they literally just bounce off the ground. or if it's on the ice they bounce off the ice, or if we're …",WJAR,FOX,Nov,2024-11-26,23:00:00,23:34:00,NBC 10 News @ 11pm,"Providence, RI"
Alaska Native,Alaska Native; Native American,"… today's trip around alaska. mat-su college held a ribbon cutting friday to mark the launch of the school's new veterinary sciences program. the greater wasilla chamber of commerce shared these photos on facebook, noting that this program, which has been years in the making, will be a huge benefit to the valley and the state. attendees were encouraged to bring a pet food donation to help local shelters. something new is also coming to bartlett regional hospital in juneau. a new digital mammography system being installed right now to provide more comprehensive cancer screening services. the hospital's mammography department is closed now through december 2nd so that that project can get done. also in juneau, clinton and haida hosted a celebration for native american heritage month held at elizabeth petrovich hall. this event featured guest speakers and dance performance, as those gathered also reflected on the legacy of different southeast alaska native leaders, including the late doctor walter sobolev. and finally, well done to the graduates of the alaska police department's citizen academy. the folks here spent the past 12 weeks learning the ins and outs of apd registration for another installment of the citizen academy will open next year, and that'll do it for today's trip around alaska. the weekend is finally here. here's your alaska lynx aerial ingram david with a glimpse of the fun on tap in anchorage. kids have made jewelry and some have made pottery. some have grown plants to sell. this saturday, from 3 to 6 …",KTBY,FOX,Nov,2024-11-15,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native; American Indian,"… pre-pandemic levels, and 2024 could be what they call a rebound year following lower than usual transmission during the covid outbreak. rates of vaccination against whooping cough have declined significantly since the pandemic, even though the cdc says it's the best way to protect yourself against the disease. in atlanta, jonathan seery, fox news. the number of deaths related to breast cancer is declining. however, new cases are on the rise. here's alison kosik with more. a new american cancer society report shows a 44% drop in breast cancer deaths compared to 35 years ago, which adds up to 520,000 lives saved. experts say this is due to better treatments and early detection through mammograms. however, the number of cases is increasing every year, especially among women younger than 50 years of age. asian american and pacific islander women have seen the fastest increase in new cases. american indian and alaska native women have a 6% higher death rate compared to white women, while black women have a 38% higher death rate. to lower your risk of breast cancer. get regular mammograms and talk to your doctor if you notice any unusual breast changes with this medical minute. i'm alison kosik. the oscars will have a new host in 2025. find out who, right after the break. we now know who will be hosting the 2025 oscars. and as jacqueline lee reports, this will be the first time conan o'brien will be hosting the star studded event. late night talk show host …",KTBY,FOX,Nov,2024-11-15,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native; Native American,"… today's trip around alaska. mat-su college held a ribbon cutting friday to mark the launch of the school's new veterinary sciences program. the greater wasilla chamber of commerce shared these photos on facebook, noting that this program, which has been years in the making, will be a huge benefit to the valley and the state. attendees were encouraged to bring a pet food donation to help local shelters. something new is also coming to bartlett regional hospital in juneau. a new digital mammography system being installed right now to provide more comprehensive cancer screening services. the hospital's mammography department is closed now through december 2nd so that that project can get done. also in juneau, clinton and haida hosted a celebration for native american heritage month held at elizabeth petrovich hall. this event featured guest speakers and dance performance, as those gathered also reflected on the legacy of different southeast alaska native leaders, including the late doctor walter sobolev. and finally, well done to the graduates of the alaska police department's citizen academy. the folks here spent the past 12 weeks learning the ins and outs of apd registration for another installment of the citizen academy will open next year, and that'll do it for today's trip around alaska. the weekend is finally here. here's your alaska lynx aerial ingram david with a glimpse of the fun on tap in anchorage. kids have made jewelry and some have made pottery. some have grown plants to sell. this saturday, from 3 to 6 …",KTBY,FOX,Nov,2024-11-15,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… go until midnight. and on ak 511, the roads rated in fairbanks and leading out of fairbanks are all rated difficult. into the south central region. it is a dense fog advisory that really affects the area from ninilchik north through noon tomorrow, but dense fog. just be aware of that and then out west it's going to be clear skies. so the anchorage area will be looking at clearing skies as well. that wet weather at least some snowfall and advisories are headed towards southeast alaska. but we'll be seeing some colder temperatures here too. i'll go over those numbers coming up in just a little bit. thank you jackie. the secretary of the interior made an extra 11.1 million acres of public land in central alaska available for alaska native veteran vietnam veterans. that's under the veteran land allotment program increases the total to almost 39 million acres. alaska native vietnam vets can select a 160 acre plot of land. that's according to the department of the interior. senator sullivan said the program has been poorly run, with only 38 eligible veterans certified in the past four years. he says the move by the biden administration is too late. sullivan says he and senator lisa murkowski are working on legislation to extend the years of the program and open more land. first two years of secretary haaland and president biden's tenure. first two years, they paused the whole program. we didn't get one of these allotments out the door for …",KTUU,NBC,Nov,2024-11-25,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… the final outcome into a third party. as a city council, we agreed that we're not going to vote in favor of this, but we're going to go through the process so we can go to arbitration. as far as what's next, mayor prowse tells me the city council is preparing for an executive session at next week's regular city council meeting to discuss the matter. and if it comes to arbitration, the city cannot be bound on fiscal matters. alex bengel, alaska's news source. and now to a big blessing for a big whale washed ashore near anchorage. the alaska native heritage center held a special ceremony for the sea creature. here's a look, nakatani. a fin whale. beautiful. heartbreaking. captured our attention. hundreds have walked the icy mudflats of cook inlet to bear witness. consider all the creatures you have made here. the geese, the white belugas rolling in here. the salmon by the millions. monday morning, a blessing for the whale washed up along the shores of anchorage. came here today to offer some prayers and ceremony to the whale that washed up in many of our alaska native cultures. whales are very important. they're very spiritually strong, and they carry a lot of meaning. and we felt that it was really important to offer prayer, prayers and respect as it continues onto the next journey. have good thoughts. you know, wish wish our relative well. she's maybe only 1 or 2 years old. we don't know why she died and ended up here, or when she will be carried off in the tide. a shell provides an offering from the land. i offered a prayer in smoke inside a abalone shell. and that had plants from here. from …",KTUU,NBC,Nov,2024-11-25,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… offer prayer, prayers and respect as it continues onto the next journey. have good thoughts. you know, wish wish our relative well. she's maybe only 1 or 2 years old. we don't know why she died and ended up here, or when she will be carried off in the tide. a shell provides an offering from the land. i offered a prayer in smoke inside a abalone shell. and that had plants from here. from the cook inlet basin. and it's the medicine of the land that we're offering to the our non-human relatives from the land as well. the alaska native heritage center led the ceremony with permission from the dena'ina peoples respect what has come to us. wish it on its journey. and what i've. i've also been taught is this is a time where, you know our animals, they give themselves to us. and so just know that this is a really special moment for us, for the people and the largest city in alaska. this year's thanksgiving blessing, hosted by the food bank of alaska, helped feed thousands of people. the executive director says they prepared meals to feed up to 12,000 people. now, out of the six …",KTUU,NBC,Nov,2024-11-25,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… measuring about 47ft long, this little whale has become a popular attraction for families in the area. sarah chamberlain homeschools her three children, and she's using this rare opportunity to teach them a biology lesson. did a watercolor activity with the kids with a fin whale is great and the belly is white. that's one of the things that distinguishes it from other baleen whales. her son, everett found the baleen particularly interesting. oh yeah, like the art that the native alaskans make. oh, yeah. this is a wonderful educational opportunity for families. but think twice before taking anything from the whale. unless you meet specific requirements, you could be breaking the law. the endangered species act is a law that prohibits the take removal of marine mammals, and that includes animals that are stranded on the beach. however, there are exceptions for researchers as well as alaska native peoples, alaska native individuals are allowed to harvest marine mammals for subsistence purposes, including the creation and sale of handicrafts and clothing. it is illegal for non-natives to do so. those found in violation of the endangered species act can face fines of up to $25,000 per violation, unless you meet those criteria. you can look and even touch, but don't take. you can visit the whale while it's still on the mudflats, but be warned, it's starting to smell bad. quinn white, alaska's news source and we have some visitors in town this weekend for the great alaska shootout, and the whale …",KTVF,NBC,Nov,2024-11-22,23:00:00,23:35:00,Newscenter Final,"Fairbanks, AK"
Alaska Native,Alaska Native,"… there is so much pride in my heart right now that the excitent is unmatched. i mean, it's really an incredible opportunity because here in america, we are citizens. we're not subjects. and so this is just a great honor to be a part of this great time inur history here in alaska. a big spotlight is on our race u.s. house, and it's expected to be a close one. your alaska link found the top two contenders outside waving with their supporters in anchorage. the incuent democrat, mary pell tola, made history in 2022 when she became the first alaska native sworn into u.s. conge wants to serve another term in washington, but republican nick baggage is hoping alaskans will choose to take over as our state sole representative in the u.s. house. we're all in this together. i think americans, alaskans, we've got a lot of healing to do after this election. i'm looking forward to getting to that. butoday is a glorious day and everybody is looking to make a change. i think there's a lot of, emotion around the election. and that's not just true in alask that's true across the united states you just heard nick baggage …",KATN,ABC,Nov,2024-11-05,22:00:00,22:35:00,ABC Alaska News at 10,"Fairbanks, AK"
Alaska Native,Alaska Native,"… magic for the kids and some of the toys inside. the toys for child boxes, which is right behind me, includes the action figure that does all the heavy lifting. over 400 boxes of toys weighing 16,000 pounds is expected to be delivered by christmas. lashawn donaldson, unalaska, alaska link anchorage as i mentioned earlier, the weekend is here and there is so much to do. your alaska links arielle ingram david has a look at what to expect and it's a little bizarre. here's your weekend planner. this saturday, you can join the alaska black business expo at the alaska native heritage center from 1 to 6 for the second annual alaska black business holiday bazaar. enjoy food, shopping and gift wrapping, all while helping support local businesses in the anchorage community. you can also join the chugiak eagle river senior center this saturday from 10 a.m. to 4 p.m. for their holiday bazaar. they've partnered with chugiak elementary school to kick off the holiday season with unique gifts, festive cheer and local shopping. also happening this weekend is the eagle river market. this fun local event for the whole family will have food, music and a chance to help kick …",KYUR,ABC,Nov,2024-11-08,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… see. there's so much pride in my heart right now. the excitement is unmatched. i mean it's really an incredible opportunity, because here in america we are citizens, we're not subjects, and so this is just a great honor to be a part of this great time in our history. here in alaska. a big spotlight is on our race for us house, and it's expected to be a close one eur alaska link found the top two contenders outside waving with their supporters in anchorage. the incumbent democrat mary pola made history in 2022 when she became the first alaska native sworn into us congress. she wants to serve another term in washington, but republican nick baggage is hoping alaskans will choose him to take over as our state's sole representative in the us house. we're all in this together. i think americans, alaskans. we've got a lot of healing to do after this election. i'm looking forward to getting to that, but today is a glorious day. everybody's looking to make a change. i think there's a lot of emotion around the election. that's not jus true in alaska that's true across the united states. you just heard nick begig …",KJUD,ABC,Nov,2024-11-05,22:00:00,22:35:00,ABC Alaska News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… go until midnight. and on ak 511, the roads rated in fairbanks and leading out of fairbanks are all rated difficult. into the south central region. it is a dense fog advisory that really affects the area from ninilchik north through noon tomorrow, but dense fog. just be aware of that and then out west it's going to be clear skies. so the anchorage area will be looking at clearing skies as well. that wet weather at least some snowfall and advisories are headed towards southeast alaska. but we'll be seeing some colder temperatures here too. i'll go over those numbers coming up in just a little bit. thank you jackie. the secretary of the interior made an extra 11.1 million acres of public land in central alaska available for alaska native veteran vietnam veterans. that's under the veteran land allotment program increases the total to almost 39 million acres. alaska native vietnam vets can select a 160 acre plot of land. that's according to the department of the interior. senator sullivan said the program has been poorly run, with only 38 eligible veterans certified in the past four years. he says the move by the biden administration is too late. sullivan says he and senator lisa murkowski are working on legislation to extend the years of the program and open more land. first two years of secretary haaland and president biden's tenure. first two years, they paused the whole program. we didn't get one of these allotments out the door for …",KTVF,NBC,Nov,2024-11-25,23:00:00,23:35:00,News at 11,"Fairbanks, AK"
Alaska Native,Alaska Native,"… the final outcome into a third party. as a city council, we agreed that we're not going to vote in favor of this, but we're going to go through the process so we can go to arbitration. as far as what's next, mayor prowse tells me the city council is preparing for an executive session at next week's regular city council meeting to discuss the matter. and if it comes to arbitration, the city cannot be bound on fiscal matters. alex bengel, alaska's news source. and now to a big blessing for a big whale washed ashore near anchorage. the alaska native heritage center held a special ceremony for the sea creature. here's a look, nakatani. a fin whale. beautiful. heartbreaking. captured our attention. hundreds have walked the icy mudflats of cook inlet to bear witness. consider all the creatures you have made here. the geese, the white belugas rolling in here. the salmon by the millions. monday morning, a blessing for the whale washed up along the shores of anchorage. came here today to offer some prayers and ceremony to the whale that washed up in many of our alaska native cultures. whales are very important. they're very spiritually strong, and they carry a lot of meaning. and we felt that it was really important to offer prayer, prayers and respect as it continues onto the next journey. have good thoughts. you know, wish wish our relative well. she's maybe only 1 or 2 years old. we don't know why she died and ended up here, or when she will be carried off in the tide. a shell provides an offering from the land. i offered a prayer in smoke inside a abalone shell. and that had plants from here. from …",KTVF,NBC,Nov,2024-11-25,23:00:00,23:35:00,News at 11,"Fairbanks, AK"
Alaska Native,Alaska Native,"… offer prayer, prayers and respect as it continues onto the next journey. have good thoughts. you know, wish wish our relative well. she's maybe only 1 or 2 years old. we don't know why she died and ended up here, or when she will be carried off in the tide. a shell provides an offering from the land. i offered a prayer in smoke inside a abalone shell. and that had plants from here. from the cook inlet basin. and it's the medicine of the land that we're offering to the our non-human relatives from the land as well. the alaska native heritage center led the ceremony with permission from the dena'ina peoples respect what has come to us. wish it on its journey. and what i've. i've also been taught is this is a time where, you know our animals, they give themselves to us. and so just know that this is a really special moment for us, for the people and the largest city in alaska. this year's thanksgiving blessing, hosted by the food bank of alaska, helped feed thousands of people. the executive director says they prepared meals to feed up to 12,000 people. now, out of the six …",KTVF,NBC,Nov,2024-11-25,23:00:00,23:35:00,News at 11,"Fairbanks, AK"
Alaska Native,Alaska Native,"… magic for the kids and some of the toys inside. the toys for child boxes, which is right behind me, includes the action figure that does all the heavy lifting. over 400 boxes of toys weighing 16,000 pounds is expected to be delivered by christmas. lashawn donaldson, unalaska, alaska link anchorage as i mentioned earlier, the weekend is here and there is so much to do. your alaska links arielle ingram david has a look at what to expect and it's a little bizarre. here's your weekend planner. this saturday, you can join the alaska black business expo at the alaska native heritage center from 1 to 6 for the second annual alaska black business holiday bazaar. enjoy food, shopping and gift wrapping, all while helping support local businesses in the anchorage community. you can also join the chugiak eagle river senior center this saturday from 10 a.m. to 4 p.m. for their holiday bazaar. they've partnered with chugiak elementary school to kick off the holiday season with unique gifts, festive cheer and local shopping. also happening this weekend is the eagle river market. this fun local event for the whole family will have food, music and a chance to help kick …",KTBY,FOX,Nov,2024-11-08,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… magic for the kids and some of the toys inside. the toys for child boxes, which is right behind me, includes the action figure that does all the heavy lifting. over 400 boxes of toys weighing 16,000 pounds is expected to be delivered by christmas. lashawn donaldson, unalaska, alaska link anchorage as i mentioned earlier, the weekend is here and there is so much to do. your alaska links arielle ingram david has a look at what to expect and it's a little bizarre. here's your weekend planner. this saturday, you can join the alaska black business expo at the alaska native heritage center from 1 to 6 for the second annual alaska black business holiday bazaar. enjoy food, shopping and gift wrapping, all while helping support local businesses in the anchorage community. you can also join the chugiak eagle river senior center this saturday from 10 a.m. to 4 p.m. for their holiday bazaar. they've partnered with chugiak elementary school to kick off the holiday season with unique gifts, festive cheer and local shopping. also happening this weekend is the eagle river market. this fun local event for the whole family will have food, music and a chance to help kick …",KTBY,FOX,Nov,2024-11-08,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… measuring about 47ft long, this little whale has become a popular attraction for families in the area. sarah chamberlain homeschools her three children, and she's using this rare opportunity to teach them a biology lesson. did a watercolor activity with the kids with a fin whale is great and the belly is white. that's one of the things that distinguishes it from other baleen whales. her son, everett found the baleen particularly interesting. oh yeah, like the art that the native alaskans make. oh, yeah. this is a wonderful educational opportunity for families. but think twice before taking anything from the whale. unless you meet specific requirements, you could be breaking the law. the endangered species act is a law that prohibits the take removal of marine mammals, and that includes animals that are stranded on the beach. however, there are exceptions for researchers as well as alaska native peoples, alaska native individuals are allowed to harvest marine mammals for subsistence purposes, including the creation and sale of handicrafts and clothing. it is illegal for non-natives to do so. those found in violation of the endangered species act can face fines of up to $25,000 per violation, unless you meet those criteria. you can look and even touch, but don't take. you can visit the whale while it's still on the mudflats, but be warned, it's starting to smell bad. quinn white, alaska's news source and we have some visitors in town this weekend for the great alaska shootout, and the whale …",KTUU,NBC,Nov,2024-11-22,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native; American Indian,"… on of my vaccination. done. so impacts is similar to smallpox, but it causes more mild symptoms, including fever, chills and body aches. in new york, tanya j. powers, fox news. lung cancer is the number one cancer killer, and smoking a major cause leads to a half a million deaths each year. here's jacqueline lee with a warning from the u.s. surgeon general. the major new report from the surgeon general warns about ongoing dangers of cigarets nationwide. the more we learn, the more we recognize how dangerous tobacco is. so we need to, number one, be preventing people from getting started in using these products in the first place. and second, if they are using them. we have to help people quit. the 800 plus page report highlights startling disparities. cigaret smoking is two times more common among people living in poverty. it's higher among american indian and alaska native people, as well as those who identify as lgbtq. why is it so important to raise awareness about these disparities? it's important because we want to make sure the progress we make on preventing tobacco related disease affects the entire population, that everybody benefits from this effort. and the goal ultimately the end game, if you will, here is an america where people don't get sick or lose their life to tobacco. and we want that to be true for everyone, regardless of your race and ethnicity, regardless of your sexual orientation, where you live, or how much money you …",KTBY,FOX,Nov,2024-11-22,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… no. two after november's big election. there is momentum happening in washington. people are enthusiastic. you know, there's a there's a lot of energy and people really want to deliver, the campaign, talking points, baggage will make his way back to alaska this weekend. he's busy assembling his team and will be sworn into office in january. these are challenging times, and we recognize that wherever we've got common ground, we need to work together and we're prepared to do that on behalf of the people of, the state and the country. mary pell tola made history as the first alaska native elected to congress. so how do folks in alaska feel about the democrat leaving and republican nick baggage winning alaska's sole u.s. house seat? your alaska lynx, arielle ingraham. david spoke with folks in anchorage. i'm here at the library where alaskans are sharing their opinions about the newly appointed house representative, nick baggage. i don't know, i was kind of surprised to see it go so close, i guess, considering that two years ago she kind of, like, blew everyone out of the water. so while the ballot tabulation show nick baggage as the new appointed u.s. house representative, …",KYUR,ABC,Nov,2024-11-21,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… no. two after november's big election. there is momentum happening in washington. people are enthusiastic. you know, there's a there's a lot of energy and people really want to deliver, the campaign, talking points, baggage will make his way back to alaska this weekend. he's busy assembling his team and will be sworn into office in january. these are challenging times, and we recognize that wherever we've got common ground, we need to work together and we're prepared to do that on behalf of the people of, the state and the country. mary pell tola made history as the first alaska native elected to congress. so how do folks in alaska feel about the democrat leaving and republican nick baggage winning alaska's sole u.s. house seat? your alaska lynx, arielle ingraham. david spoke with folks in anchorage. i'm here at the library where alaskans are sharing their opinions about the newly appointed house representative, nick baggage. i don't know, i was kind of surprised to see it go so close, i guess, considering that two years ago she kind of, like, blew everyone out of the water. so while the ballot tabulation show nick baggage as the new appointed u.s. house representative, …",KTBY,FOX,Nov,2024-11-21,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… no. two after november's big election. there is momentum happening in washington. people are enthusiastic. you know, there's a there's a lot of energy and people really want to deliver, the campaign, talking points, baggage will make his way back to alaska this weekend. he's busy assembling his team and will be sworn into office in january. these are challenging times, and we recognize that wherever we've got common ground, we need to work together and we're prepared to do that on behalf of the people of, the state and the country. mary pell tola made history as the first alaska native elected to congress. so how do folks in alaska feel about the democrat leaving and republican nick baggage winning alaska's sole u.s. house seat? your alaska lynx, arielle ingraham. david spoke with folks in anchorage. i'm here at the library where alaskans are sharing their opinions about the newly appointed house representative, nick baggage. i don't know, i was kind of surprised to see it go so close, i guess, considering that two years ago she kind of, like, blew everyone out of the water. so while the ballot tabulation show nick baggage as the new appointed u.s. house representative, …",KTBY,FOX,Nov,2024-11-21,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native; American Indian,"… ahead, the u.s. surgeon general says 3 groups of people aren't getting the message that smoking can kill. find out food. sunset stroll to support the group that's creating natural >> covering america, a new report from the u.s. surgeon general finds millions of americans who should be getting screened for lung cancer are not. abc's jaclyn lee has more. >> the major new report from the surgeon general warns about ongoing dangers of cigarettes nationwide. the more we learn, the more we recognize how dangerous to back away. so we need to number one be preventing. >> people from getting started in using these products in the first place. and second, if they are using them, we have to help people quit. >> the 800 plus page report highlights startling disparities. cigarette smoking is 2 times more common among people living in poverty. it's higher among american indian and alaska native people as well as those who identify as lgbtq. why is it so important to raise awareness about these disparities? important because we want to make sure the progress we make on preventing tobacco-related disease. >> affects the entire population that everybody benefits from this effort and the goal ultimately the end game, if you will, here. is it an america where people don't get set lose their life to tobacco and we want that to be true for everyone regardless of your race and ethnicity, regardless of your orientation where you live, how much money you make and now …",WGNO,ABC,Nov,2024-11-19,22:00:00,22:35:00,WGNO News at 10,"New Orleans, LA"
Alaska Native,Alaska Native,"… so much pride in my heart right now that the excitement is unmatched. i mean, it's really an incredible opportunity because here in america, we are citizens. we're not subjects. and so this is just a great honor to be a part of this great time in our history here in alaska. a big spotlight is on our race for u.s. house, and it's expected to be a close one. your alaska link found the top two contenders outside waving with their supporters in anchorage. the incumbent democrat, mary pell tola, made history in 2022 when she became the first alaska native sworn into u.s. congress. she wants to serve another term in washington, but republican nick baggage is hoping alaskans will choose him to take over as our state sole representative in the u.s. house. we're all in this together. i think americans, alaskans, we've got a lot of healing to do after this election. i'm looking forward to getting to that. but today is a glorious day and everybody is looking to make a change. i think there's a lot of, emotion around the election. and that's not just true in alaska. that's true across the united states. you just …",KYUR,ABC,Nov,2024-11-05,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native; American Indian,"… postponement. in a letter to the judge, the da's office acknowledged that trump is not likely to be sentenced until after he is out of office. sentencing had been scheduled for next tuesday. meanwhile, trump today revealed two more nominations for his upcoming administration. they include doctor mehmet oz to serve as medicare and medicaid services administrator. you may recall that he ran unsuccessfully for pennsylvania senate against democrat john fetterman. trump also picked wall street banker howard lutnick as commerce secretary and linda mcmahon as secretary of education. she is a co-chair of trump's transition team with lutnick. he'll check out at 11 tonight. the us surgeon general today issued a warning about the ongoing dangers of cigarette smoking. vivek murthy released a report that finds startling disparities. it shows that smoking is two times more common among those living in poverty. it's also higher among american indian and alaska native people. however, just 16% of those who meet the criteria for lung cancer screening are actually getting tested. disney cruise line's newest ship, the disney treasure, was christened tonight in new york harbor. the excitement included a dazzling drone show. disney treasure is the sixth vessel in the fleet and is inspired by the old tales behind disney park attractions and films. it will sail from port canaveral in florida with a maiden voyage december 21st. disney, of course, is a parent company of 6 abc. jimmy kimmel live is coming up at 1135, right after action news. and here's …",WPVI,ABC,Nov,2024-11-19,23:00:00,23:35:00,Action News,"Philadelphia, PA"
Alaska Native,Alaska Native,"… so much pride in my heart right now that the excitement is unmatched. i mean, it's really an incredible opportunity because here in america, we are citizens. we're not subjects. and so this is just a great honor to be a part of this great time in our history here in alaska. a big spotlight is on our race for u.s. house, and it's expected to be a close one. your alaska link found the top two contenders outside waving with their supporters in anchorage. the incumbent democrat, mary pell tola, made history in 2022 when she became the first alaska native sworn into u.s. congress. she wants to serve another term in washington, but republican nick baggage is hoping alaskans will choose him to take over as our state sole representative in the u.s. house. we're all in this together. i think americans, alaskans, we've got a lot of healing to do after this election. i'm looking forward to getting to that. but today is a glorious day and everybody is looking to make a change. i think there's a lot of, emotion around the election. and that's not just true in alaska. that's true across the united states. you just …",KTBY,FOX,Nov,2024-11-05,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… so much pride in my heart right now that the excitement is unmatched. i mean, it's really an incredible opportunity because here in america, we are citizens. we're not subjects. and so this is just a great honor to be a part of this great time in our history here in alaska. a big spotlight is on our race for u.s. house, and it's expected to be a close one. your alaska link found the top two contenders outside waving with their supporters in anchorage. the incumbent democrat, mary pell tola, made history in 2022 when she became the first alaska native sworn into u.s. congress. she wants to serve another term in washington, but republican nick baggage is hoping alaskans will choose him to take over as our state sole representative in the u.s. house. we're all in this together. i think americans, alaskans, we've got a lot of healing to do after this election. i'm looking forward to getting to that. but today is a glorious day and everybody is looking to make a change. i think there's a lot of, emotion around the election. and that's not just true in alaska. that's true across the united states. you just …",KTBY,FOX,Nov,2024-11-05,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
