article_id,date,outlet,outlet_type,journalist_id,topic,frame_type,tone,slant,breaking,visuals,length_words,clicks,shares,comments,engagement_index,high_engagement
a_00611,2025-12-23,AP News,wire_service,j_04_009,Health,Responsibility,-0.243,0.1,0,1,250,142,14,7,3.7097,0
a_00612,2025-10-20,Breitbart,partisan_right,j_13_011,Elections,Strategy/Game,0.016,1.0,0,0,1033,902,203,48,5.7767,1
a_00613,2025-12-14,Breitbart,partisan_right,j_13_027,Education,Conflict,0.642,0.688,0,1,443,622,117,31,5.3416,1
a_00614,2025-10-06,Politico,digital_politics,j_09_009,Immigration,Episodic,0.259,-0.053,1,1,775,738,86,37,5.3699,1
a_00615,2025-11-27,USA Today,legacy_mainstream,j_17_030,Economy,Morality,-0.058,0.006,0,1,983,327,30,51,4.717,0
a_00616,2025-11-19,The Wall Street Journal,legacy_mainstream,j_02_015,Immigration,Thematic,-0.119,-0.084,0,1,1011,289,24,19,4.3997,0
a_00617,2025-09-13,AP News,wire_service,j_04_012,Elections,Responsibility,0.052,0.327,0,0,749,217,32,15,4.2957,0
a_00618,2025-09-16,NPR,public_media,j_05_019,Politics,Responsibility,-0.066,-0.153,0,0,1080,128,13,14,3.7632,0
a_00619,2025-08-11,The Wall Street Journal,legacy_mainstream,j_02_015,Health,Strategy/Game,0.338,0.033,0,0,923,90,19,3,3.4314,0
a_00620,2025-08-25,NPR,public_media,j_05_011,Economy,Episodic,0.064,-0.242,0,0,1117,314,34,24,4.5867,0
a_00621,2025-10-15,CNN,cable_news,j_06_031,Crime,Economic Consequences,0.874,-0.232,1,0,544,290,29,12,4.37,0
a_00622,2025-10-22,BuzzFeed News,digital_viral,j_15_020,Education,Responsibility,0.375,0.278,0,0,834,239,35,15,4.3699,0
a_00623,2025-08-29,CNN,cable_news,j_06_021,Technology,Conflict,0.643,-0.151,0,1,662,345,37,19,4.6136,0
a_00624,2025-10-12,USA Today,legacy_mainstream,j_17_019,Climate,Morality,0.351,-0.011,0,0,605,303,41,16,4.5465,0
a_00625,2025-11-13,BuzzFeed News,digital_viral,j_15_030,Health,Episodic,-0.027,0.093,0,0,1000,357,68,30,4.8973,0
a_00626,2025-09-10,New York Post,tabloid,j_18_002,Politics,Episodic,0.379,0.015,0,0,547,476,67,39,5.0874,0
a_00627,2025-09-28,The Wall Street Journal,legacy_mainstream,j_02_013,Economy,Human Interest,-0.105,0.248,0,1,1149,597,84,40,5.2723,1
a_00628,2025-10-03,The Daily Beast,digital_politics,j_19_016,Foreign Policy,Morality,0.789,-0.131,0,1,855,252,37,23,4.4936,0
a_00629,2025-10-27,HuffPost,digital_viral,j_12_026,Climate,Responsibility,0.221,-0.589,0,0,821,444,33,21,4.7252,0
a_00630,2025-10-03,The Daily Beast,digital_politics,j_19_012,Crime,Morality,0.429,-0.137,1,1,476,282,44,29,4.645,0
a_00631,2025-12-06,Fox News,cable_news,j_07_014,Education,Economic Consequences,-0.012,0.339,0,1,613,764,109,51,5.5203,1
a_00632,2025-09-26,The Daily Beast,digital_politics,j_19_039,Politics,Human Interest,0.572,-0.168,0,1,804,110,20,6,3.6573,0
a_00633,2025-10-15,Vox,digital_explainer,j_11_013,Economy,Morality,-0.23,-0.241,0,1,1184,360,60,18,4.7666,0
a_00634,2025-10-05,The Washington Post,legacy_mainstream,j_01_006,Economy,Responsibility,0.701,-0.085,0,1,959,278,35,18,4.4795,0
a_00635,2025-09-01,MSNBC,cable_news,j_08_006,Elections,Thematic,0.094,0.034,0,0,818,187,36,35,4.4182,0
a_00636,2025-11-27,The Wall Street Journal,legacy_mainstream,j_02_002,Immigration,Responsibility,-0.322,-0.095,1,0,490,410,50,30,4.8756,0
a_00637,2025-09-10,New York Post,tabloid,j_18_001,Climate,Morality,-0.076,0.114,0,0,585,654,97,27,5.2842,1
a_00638,2025-09-21,CNN,cable_news,j_06_014,Politics,Strategy/Game,-0.195,0.067,0,1,774,677,82,80,5.4641,1
a_00639,2025-12-16,AP News,wire_service,j_04_019,Economy,Episodic,0.346,0.12,0,0,690,100,16,6,3.5467,0
a_00640,2026-01-12,Vox,digital_explainer,j_11_022,Immigration,Morality,-0.061,-0.135,0,1,1073,301,36,26,4.5977,0
a_00641,2025-11-25,MSNBC,cable_news,j_08_002,Crime,Morality,0.401,0.388,1,1,384,362,87,20,4.8993,0
a_00642,2026-01-06,The Washington Post,legacy_mainstream,j_01_012,Elections,Economic Consequences,0.59,0.004,0,1,939,299,82,42,4.9298,0
a_00643,2025-12-26,The Guardian,international,j_16_007,Education,Episodic,-0.202,-0.017,0,0,973,239,44,13,4.4101,0
a_00644,2025-10-23,The Guardian,international,j_16_016,Crime,Episodic,0.32,-0.377,0,0,300,105,24,16,3.864,0
a_00645,2025-12-12,The Daily Caller,partisan_right,j_14_007,Education,Economic Consequences,-0.441,0.302,0,1,626,632,50,28,5.0782,0
a_00646,2025-09-26,HuffPost,digital_viral,j_12_016,Elections,Human Interest,0.033,-0.279,0,1,570,477,39,31,4.8846,0
a_00647,2025-10-19,MSNBC,cable_news,j_08_007,Crime,Human Interest,1.0,-0.122,0,1,286,281,34,42,4.6398,0
a_00648,2025-11-01,Axios,digital_politics,j_10_017,Immigration,Thematic,0.283,0.152,0,1,811,292,40,24,4.5979,0
a_00649,2026-01-14,Axios,digital_politics,j_10_010,Elections,Conflict,0.471,0.151,0,1,1021,220,28,51,4.4995,0
a_00650,2025-12-25,Reuters,wire_service,j_03_017,Economy,Economic Consequences,-0.184,-0.054,1,0,837,590,45,38,5.0722,0
a_00651,2025-10-24,The Washington Post,legacy_mainstream,j_01_005,Elections,Human Interest,0.137,-0.243,0,1,906,364,74,31,4.9383,0
a_00652,2025-11-21,NPR,public_media,j_05_020,Politics,Responsibility,0.239,-0.245,0,0,1058,269,77,52,4.9003,0
a_00653,2025-09-05,Politico,digital_politics,j_09_020,Immigration,Economic Consequences,-0.076,0.231,1,0,906,429,91,15,4.9429,0
a_00654,2025-12-18,Reuters,wire_service,j_03_015,Education,Responsibility,0.159,0.21,0,0,534,175,35,6,4.0495,0
a_00655,2025-11-04,The Wall Street Journal,legacy_mainstream,j_02_023,Climate,Strategy/Game,-0.086,-0.052,0,1,805,192,28,10,4.1211,0
a_00656,2025-11-01,USA Today,legacy_mainstream,j_17_024,Technology,Episodic,-0.388,0.141,1,1,666,633,64,71,5.3337,1
a_00657,2025-12-11,Fox News,cable_news,j_07_008,Climate,Conflict,0.461,0.187,0,1,801,223,31,7,4.1614,0
a_00658,2025-11-18,Vox,digital_explainer,j_11_010,Politics,Economic Consequences,-0.201,-0.133,0,1,992,300,85,30,4.8767,0
a_00659,2025-08-13,Axios,digital_politics,j_10_007,Economy,Conflict,0.619,0.002,0,0,562,209,25,20,4.2599,0
a_00660,2025-09-19,The Daily Caller,partisan_right,j_14_009,Economy,Thematic,-0.004,0.941,0,0,317,466,54,95,5.1882,1
a_00661,2025-08-31,The Daily Caller,partisan_right,j_14_019,Climate,Strategy/Game,-0.348,0.445,0,1,820,1048,209,131,6.0585,1
a_00662,2025-12-06,NPR,public_media,j_05_034,Crime,Responsibility,0.333,-0.155,1,1,552,713,146,64,5.6174,1
a_00663,2025-08-07,The Guardian,international,j_16_015,Economy,Episodic,-0.356,-0.148,0,1,919,395,40,58,4.9203,0
a_00664,2025-09-05,Fox News,cable_news,j_07_009,Elections,Responsibility,0.408,0.132,1,1,873,886,109,86,5.6972,1
a_00665,2025-11-12,The Guardian,international,j_16_015,Crime,Economic Consequences,0.275,-0.318,0,1,474,336,38,20,4.618,0
a_00666,2025-11-29,MSNBC,cable_news,j_08_029,Crime,Responsibility,0.955,-0.367,0,0,442,216,30,9,4.1807,0
a_00667,2025-10-27,The Wall Street Journal,legacy_mainstream,j_02_024,Crime,Strategy/Game,0.821,0.072,0,1,699,248,49,14,4.4739,0
a_00668,2025-12-27,BuzzFeed News,digital_viral,j_15_005,Economy,Conflict,0.082,-0.16,0,1,648,741,76,54,5.4093,1
a_00669,2026-01-06,The New York Times,legacy_mainstream,j_00_013,Education,Responsibility,-0.606,0.028,0,1,1003,396,78,32,5.0021,0
a_00670,2025-08-23,BuzzFeed News,digital_viral,j_15_027,Crime,Morality,0.223,-0.2,0,1,250,231,32,6,4.1615,0
a_00671,2026-01-12,The New York Times,legacy_mainstream,j_00_007,Politics,Conflict,0.084,-0.108,0,0,1083,203,62,14,4.4436,0
a_00672,2025-11-15,AP News,wire_service,j_04_018,Elections,Human Interest,0.698,0.079,0,0,886,179,27,13,4.124,0
a_00673,2025-11-19,HuffPost,digital_viral,j_12_021,Foreign Policy,Morality,0.297,-0.549,0,1,646,679,89,66,5.4519,1
a_00674,2025-08-17,New York Post,tabloid,j_18_026,Education,Human Interest,0.13,0.33,0,1,425,431,71,72,5.1753,1
a_00675,2025-11-16,MSNBC,cable_news,j_08_035,Foreign Policy,Human Interest,0.014,-0.653,0,0,775,237,29,19,4.3556,0
a_00676,2025-12-04,The Wall Street Journal,legacy_mainstream,j_02_024,Elections,Strategy/Game,0.346,0.357,0,1,992,276,20,13,4.2532,0
a_00677,2025-11-09,AP News,wire_service,j_04_011,Health,Morality,0.14,-0.127,0,1,705,261,32,8,4.2726,0
a_00678,2025-08-15,USA Today,legacy_mainstream,j_17_005,Climate,Morality,0.482,-0.048,0,1,1031,223,28,23,4.3516,0
a_00679,2025-10-30,The Daily Caller,partisan_right,j_14_017,Climate,Episodic,0.193,0.226,0,1,493,411,32,20,4.6684,0
a_00680,2026-01-09,The Wall Street Journal,legacy_mainstream,j_02_010,Economy,Conflict,0.083,0.231,0,0,1058,241,32,28,4.4669,0
a_00681,2025-12-04,Fox News,cable_news,j_07_010,Economy,Human Interest,0.487,0.582,0,1,810,672,44,100,5.3209,1
a_00682,2025-08-24,NPR,public_media,j_05_019,Politics,Conflict,0.362,-0.402,0,1,933,359,43,12,4.5913,0
a_00683,2026-01-14,Reuters,wire_service,j_03_011,Immigration,Thematic,-0.087,-0.152,0,1,381,224,33,22,4.3931,0
a_00684,2026-01-13,The Guardian,international,j_16_024,Education,Economic Consequences,-0.899,-0.186,0,1,739,552,77,78,5.3386,1
a_00685,2025-08-30,HuffPost,digital_viral,j_12_013,Education,Episodic,0.19,-0.08,0,1,515,434,51,54,5.0245,0
a_00686,2025-12-17,Reuters,wire_service,j_03_009,Health,Economic Consequences,-0.02,-0.609,1,0,394,434,57,11,4.7528,0
a_00687,2025-10-10,Breitbart,partisan_right,j_13_004,Economy,Human Interest,0.03,1.0,0,1,555,664,68,32,5.2194,1
a_00688,2025-11-11,MSNBC,cable_news,j_08_005,Crime,Responsibility,0.279,-0.168,0,1,250,300,41,12,4.4878,0
a_00689,2025-10-17,The Washington Post,legacy_mainstream,j_01_024,Technology,Episodic,-0.173,0.024,0,1,889,468,65,45,5.0979,1
a_00690,2025-12-14,MSNBC,cable_news,j_08_018,Elections,Economic Consequences,0.039,-0.336,1,0,680,994,98,91,5.7343,1
a_00691,2026-01-20,Reuters,wire_service,j_03_004,Foreign Policy,Economic Consequences,0.339,-0.464,0,0,454,174,26,3,3.8484,0
a_00692,2025-12-16,AP News,wire_service,j_04_013,Elections,Thematic,0.342,0.169,0,0,763,98,15,6,3.5185,0
a_00693,2026-01-09,USA Today,legacy_mainstream,j_17_023,Foreign Policy,Human Interest,0.031,-0.191,0,0,970,190,24,21,4.21,0
a_00694,2026-01-11,The Daily Caller,partisan_right,j_14_001,Elections,Economic Consequences,0.535,0.686,0,1,763,518,164,41,5.4053,1
a_00695,2025-08-16,The Wall Street Journal,legacy_mainstream,j_02_013,Crime,Strategy/Game,0.476,0.145,0,0,660,234,30,19,4.3591,0
a_00696,2025-09-13,USA Today,legacy_mainstream,j_17_004,Politics,Conflict,0.299,0.01,0,1,836,255,31,16,4.379,0
a_00697,2025-12-03,Vox,digital_explainer,j_11_014,Politics,Episodic,0.26,-0.444,0,1,861,242,28,11,4.2537,0
a_00698,2025-11-11,USA Today,legacy_mainstream,j_17_011,Crime,Thematic,-0.158,0.166,0,1,633,211,20,16,4.1583,0
a_00699,2025-08-09,The Daily Caller,partisan_right,j_14_003,Economy,Episodic,0.12,0.253,1,1,623,436,75,33,5.0445,0
a_00700,2025-08-17,CNN,cable_news,j_06_001,Politics,Human Interest,-0.513,0.461,1,1,727,461,49,47,5.0156,0
a_00701,2025-10-30,Axios,digital_politics,j_10_023,Elections,Conflict,0.242,0.609,0,1,766,366,41,39,4.8118,0
a_00702,2025-11-15,Axios,digital_politics,j_10_001,Economy,Morality,-0.406,0.458,0,1,674,1220,137,95,5.9448,1
a_00703,2025-08-30,The Daily Caller,partisan_right,j_14_013,Elections,Human Interest,0.097,0.869,0,0,607,1239,119,159,6.0127,1
a_00704,2025-08-30,AP News,wire_service,j_04_003,Education,Thematic,0.233,-0.021,1,0,1001,209,15,13,4.0331,0
a_00705,2025-08-23,CNN,cable_news,j_06_017,Immigration,Strategy/Game,0.265,0.192,0,1,461,375,43,14,4.6417,0
a_00706,2025-11-06,AP News,wire_service,j_04_009,Immigration,Thematic,0.243,-0.024,0,1,550,91,17,9,3.5885,0
a_00707,2025-08-02,NPR,public_media,j_05_015,Health,Episodic,0.706,-0.588,1,0,1343,320,46,25,4.6924,0
a_00708,2025-11-08,Reuters,wire_service,j_03_002,Immigration,Strategy/Game,0.421,0.376,0,0,726,112,26,11,3.8494,0
a_00709,2025-10-22,The New York Times,legacy_mainstream,j_00_021,Economy,Conflict,0.17,0.032,0,1,632,263,46,10,4.4226,0
a_00710,2025-10-20,New York Post,tabloid,j_18_028,Elections,Conflict,0.362,0.192,0,1,752,369,60,67,5.0339,0
a_00711,2025-11-26,The Washington Post,legacy_mainstream,j_01_001,Health,Conflict,0.35,-0.456,0,1,666,389,102,41,5.121,1
a_00712,2025-10-30,USA Today,legacy_mainstream,j_17_006,Economy,Responsibility,-0.04,-0.197,0,1,1044,438,57,28,4.9338,0
a_00713,2025-12-04,The New York Times,legacy_mainstream,j_00_028,Education,Economic Consequences,-0.217,-0.705,0,1,742,576,80,27,5.1637,1
a_00714,2025-12-11,BuzzFeed News,digital_viral,j_15_013,Immigration,Thematic,0.246,0.186,1,0,501,427,58,54,5.0543,0
a_00715,2026-01-07,CNN,cable_news,j_06_005,Crime,Economic Consequences,0.658,-0.501,0,1,740,241,56,10,4.437,0
a_00716,2025-12-17,Axios,digital_politics,j_10_008,Immigration,Thematic,-0.544,0.122,1,0,852,356,48,82,4.9902,0
a_00717,2025-10-29,NPR,public_media,j_05_024,Politics,Strategy/Game,0.055,-0.411,0,1,1075,204,22,11,4.0991,0
a_00718,2025-10-25,Politico,digital_politics,j_09_014,Immigration,Conflict,0.311,-0.307,0,1,828,447,74,78,5.2215,1
a_00719,2025-09-10,Politico,digital_politics,j_09_012,Economy,Conflict,0.48,0.11,1,0,670,282,29,19,4.4422,0
a_00720,2025-11-12,Axios,digital_politics,j_10_038,Economy,Morality,0.543,-0.033,0,1,860,107,17,18,3.7971,0
a_00721,2025-08-25,Fox News,cable_news,j_07_019,Politics,Human Interest,0.861,0.56,0,1,918,383,60,20,4.8175,0
a_00722,2026-01-09,Axios,digital_politics,j_10_009,Health,Human Interest,-0.19,-0.267,0,1,724,231,29,17,4.3218,0
a_00723,2025-12-25,The Guardian,international,j_16_019,Health,Responsibility,-0.025,-0.489,0,0,1134,667,110,74,5.5285,1
a_00724,2025-08-21,MSNBC,cable_news,j_08_013,Crime,Economic Consequences,0.427,-0.897,1,1,603,759,61,78,5.4287,1
a_00725,2025-12-14,Fox News,cable_news,j_07_008,Economy,Economic Consequences,-0.105,-0.196,0,1,638,653,94,84,5.4962,1
a_00726,2025-08-21,The Wall Street Journal,legacy_mainstream,j_02_002,Economy,Strategy/Game,0.208,0.65,0,1,925,691,80,40,5.3308,1
a_00727,2025-12-03,Fox News,cable_news,j_07_006,Technology,Thematic,-0.275,0.871,0,1,525,594,219,46,5.5824,1
a_00728,2025-08-16,The Wall Street Journal,legacy_mainstream,j_02_020,Politics,Human Interest,-0.736,0.223,0,1,755,621,89,86,5.4596,1
a_00729,2025-10-24,Reuters,wire_service,j_03_001,Immigration,Thematic,0.087,-0.206,0,0,634,179,20,9,3.9704,0
a_00730,2025-11-22,The Daily Beast,digital_politics,j_19_011,Elections,Human Interest,0.095,-0.275,0,1,840,451,38,45,4.9216,0
a_00731,2025-12-05,The Washington Post,legacy_mainstream,j_01_019,Crime,Human Interest,0.531,0.068,1,1,655,477,102,32,5.1745,1
a_00732,2025-10-12,Politico,digital_politics,j_09_013,Elections,Conflict,0.552,-0.079,0,0,861,127,15,10,3.7374,0
a_00733,2026-01-07,The Guardian,international,j_16_025,Politics,Morality,-0.226,-0.241,1,0,964,704,72,55,5.3713,1
a_00734,2025-12-12,The Daily Beast,digital_politics,j_19_023,Politics,Morality,0.173,-0.203,0,1,989,299,46,15,4.5615,0
a_00735,2025-09-06,The Wall Street Journal,legacy_mainstream,j_02_015,Education,Strategy/Game,-0.527,0.058,0,1,899,557,95,36,5.2537,1
a_00736,2025-11-25,Reuters,wire_service,j_03_002,Education,Economic Consequences,-0.413,-0.132,0,0,580,247,42,20,4.494,0
a_00737,2025-12-05,Fox News,cable_news,j_07_018,Foreign Policy,Economic Consequences,0.391,0.423,0,0,454,378,52,27,4.8263,0
a_00738,2025-09-27,Vox,digital_explainer,j_11_019,Politics,Morality,0.176,-0.494,0,1,1322,604,86,98,5.4614,1
a_00739,2025-12-06,The Daily Beast,digital_politics,j_19_009,Education,Conflict,0.527,-0.087,0,1,624,338,50,42,4.8448,0
a_00740,2026-01-03,AP News,wire_service,j_04_001,Crime,Economic Consequences,-0.24,-0.118,0,0,485,242,37,21,4.456,0
a_00741,2025-12-20,Reuters,wire_service,j_03_009,Health,Strategy/Game,0.027,0.032,1,1,538,584,92,30,5.2324,1
a_00742,2025-12-10,NPR,public_media,j_05_014,Politics,Thematic,-0.093,0.146,0,1,812,269,53,13,4.5237,0
a_00743,2025-11-18,USA Today,legacy_mainstream,j_17_008,Elections,Responsibility,0.587,-0.092,0,1,1208,253,35,50,4.6301,0
a_00744,2025-09-16,The New York Times,legacy_mainstream,j_00_004,Politics,Economic Consequences,0.252,-0.02,1,1,1229,838,85,38,5.4351,1
a_00745,2025-12-16,Fox News,cable_news,j_07_015,Foreign Policy,Thematic,0.293,-0.098,0,0,780,226,29,18,4.3217,0
a_00746,2025-10-03,The Wall Street Journal,legacy_mainstream,j_02_027,Immigration,Responsibility,0.562,0.082,1,0,861,209,37,19,4.364,0
a_00747,2025-11-01,Reuters,wire_service,j_03_006,Education,Strategy/Game,-0.01,0.007,0,1,661,235,17,15,4.1535,0
a_00748,2025-09-24,New York Post,tabloid,j_18_028,Education,Economic Consequences,0.351,0.681,0,1,463,504,37,23,4.8392,0
a_00749,2025-09-24,The New York Times,legacy_mainstream,j_00_001,Foreign Policy,Responsibility,-0.063,-0.74,0,0,946,336,63,17,4.7358,0
a_00750,2025-08-28,CNN,cable_news,j_06_021,Economy,Conflict,0.076,-0.124,0,0,661,319,73,18,4.7643,0
a_00751,2026-01-14,New York Post,tabloid,j_18_027,Politics,Strategy/Game,0.526,0.564,0,0,571,594,52,31,5.0785,0
a_00752,2025-08-26,HuffPost,digital_viral,j_12_001,Climate,Economic Consequences,-0.401,-0.396,0,1,675,337,47,49,4.8553,0
a_00753,2025-08-15,The Washington Post,legacy_mainstream,j_01_029,Health,Thematic,0.122,-0.203,0,1,867,499,59,37,5.0631,0
a_00754,2026-01-09,Politico,digital_politics,j_09_033,Politics,Conflict,0.38,0.133,1,1,959,200,25,11,4.1261,0
a_00755,2025-11-05,The Daily Beast,digital_politics,j_19_019,Economy,Strategy/Game,0.572,-0.154,0,1,639,210,32,16,4.2915,0
a_00756,2025-10-15,MSNBC,cable_news,j_08_021,Health,Economic Consequences,0.032,0.091,0,1,678,625,54,65,5.2598,1
a_00757,2025-12-06,Axios,digital_politics,j_10_011,Politics,Strategy/Game,0.217,0.162,1,1,687,488,45,31,4.9379,0
a_00758,2025-10-06,Axios,digital_politics,j_10_003,Politics,Morality,0.403,0.382,0,1,747,296,36,35,4.6468,0
a_00759,2025-08-23,Breitbart,partisan_right,j_13_014,Elections,Thematic,-0.049,0.56,0,1,575,1009,130,40,5.6641,1
a_00760,2025-12-05,Reuters,wire_service,j_03_010,Health,Strategy/Game,-0.012,-0.185,0,1,407,100,9,13,3.5261,0
a_00761,2025-08-31,The Guardian,international,j_16_024,Elections,Human Interest,0.292,-0.356,0,0,1093,329,59,24,4.7716,0
a_00762,2025-11-04,The Daily Beast,digital_politics,j_19_012,Elections,Conflict,0.541,-0.49,0,1,626,332,39,24,4.6545,0
a_00763,2026-01-12,The Wall Street Journal,legacy_mainstream,j_02_018,Politics,Responsibility,0.078,0.321,0,1,854,718,84,38,5.3544,1
a_00764,2026-01-09,The Guardian,international,j_16_005,Education,Morality,0.025,-0.396,0,1,986,265,40,11,4.4028,0
a_00765,2025-10-02,The Guardian,international,j_16_024,Climate,Conflict,0.828,-0.468,0,0,807,179,23,6,3.9391,0
a_00766,2025-12-13,The Daily Caller,partisan_right,j_14_003,Immigration,Responsibility,0.067,0.675,0,1,586,525,95,27,5.1684,1
a_00767,2025-11-14,Fox News,cable_news,j_07_025,Politics,Economic Consequences,0.008,0.064,0,0,518,193,19,19,4.1318,0
a_00768,2025-10-22,Politico,digital_politics,j_09_017,Economy,Economic Consequences,-0.412,0.243,0,1,900,657,55,30,5.139,1
a_00769,2025-08-25,The Guardian,international,j_16_014,Politics,Conflict,0.437,-0.42,0,1,1112,351,43,12,4.5801,0
a_00770,2025-10-05,Reuters,wire_service,j_03_017,Climate,Human Interest,0.147,0.29,0,1,833,202,28,10,4.1464,0
a_00771,2025-11-21,The Guardian,international,j_16_010,Elections,Economic Consequences,0.501,-0.398,0,0,1007,206,18,13,4.0775,0
a_00772,2026-01-18,New York Post,tabloid,j_18_038,Immigration,Conflict,0.482,0.358,0,1,563,378,31,24,4.6523,0
a_00773,2025-08-01,Breitbart,partisan_right,j_13_014,Education,Morality,0.337,0.695,0,1,426,485,70,34,5.083,0
a_00774,2025-12-03,CNN,cable_news,j_06_006,Elections,Economic Consequences,0.369,0.086,1,1,503,314,33,39,4.672,0
a_00775,2025-12-25,Vox,digital_explainer,j_11_007,Immigration,Economic Consequences,0.484,-0.223,0,1,1132,264,21,37,4.4447,0
a_00776,2026-01-12,The Washington Post,legacy_mainstream,j_01_006,Politics,Morality,0.545,-0.566,0,0,1118,282,54,57,4.837,0
a_00777,2025-10-13,New York Post,tabloid,j_18_016,Foreign Policy,Conflict,0.971,0.452,0,0,525,193,21,6,3.9504,0
a_00778,2025-08-21,CNN,cable_news,j_06_029,Health,Thematic,-0.101,-0.122,0,1,557,385,78,19,4.8879,0
a_00779,2025-09-16,The Washington Post,legacy_mainstream,j_01_021,Politics,Morality,-0.248,0.047,1,1,926,758,104,80,5.5911,1
a_00780,2025-12-26,BuzzFeed News,digital_viral,j_15_004,Technology,Thematic,-0.051,0.123,1,1,277,459,69,27,5.0066,0
a_00781,2025-12-30,Breitbart,partisan_right,j_13_034,Elections,Thematic,0.284,0.457,1,1,702,919,115,105,5.771,1
a_00782,2025-11-19,HuffPost,digital_viral,j_12_013,Economy,Thematic,0.471,-0.429,0,1,505,760,41,63,5.2704,1
a_00783,2025-08-22,The Washington Post,legacy_mainstream,j_01_018,Technology,Responsibility,0.384,0.014,0,0,609,384,35,63,4.8835,0
a_00784,2025-08-22,BuzzFeed News,digital_viral,j_15_009,Politics,Morality,0.834,-0.126,0,1,414,137,18,17,3.925,0
a_00785,2025-10-22,HuffPost,digital_viral,j_12_019,Politics,Strategy/Game,0.486,0.034,0,1,399,177,27,22,4.2177,0
a_00786,2025-11-10,BuzzFeed News,digital_viral,j_15_026,Politics,Conflict,0.519,-0.095,0,1,613,170,12,10,3.8199,0
a_00787,2025-08-06,The Guardian,international,j_16_005,Education,Episodic,-0.415,-0.044,0,0,745,400,53,28,4.8671,0
a_00788,2025-11-27,AP News,wire_service,j_04_012,Foreign Policy,Human Interest,0.192,0.106,0,0,592,115,11,7,3.5382,0
a_00789,2025-11-03,AP News,wire_service,j_04_031,Politics,Conflict,0.184,0.072,1,0,867,282,41,10,4.4236,0
a_00790,2025-08-03,New York Post,tabloid,j_18_005,Health,Economic Consequences,0.113,0.106,0,1,488,892,120,138,5.8229,1
a_00791,2025-08-17,Axios,digital_politics,j_10_003,Economy,Economic Consequences,0.116,0.108,0,0,854,249,44,27,4.5692,0
a_00792,2025-10-18,MSNBC,cable_news,j_08_022,Politics,Conflict,0.492,-0.002,1,1,667,637,125,40,5.4228,1
a_00793,2025-12-04,NPR,public_media,j_05_013,Climate,Strategy/Game,0.171,-0.214,0,1,708,288,46,41,4.7358,0
a_00794,2025-12-21,HuffPost,digital_viral,j_12_002,Immigration,Conflict,0.731,-0.067,0,1,601,223,41,12,4.3401,0
a_00795,2025-10-14,BuzzFeed News,digital_viral,j_15_012,Immigration,Episodic,-0.617,-0.038,0,1,353,579,69,17,5.0341,0
a_00796,2025-09-21,The New York Times,legacy_mainstream,j_00_026,Crime,Morality,0.507,-0.219,0,1,827,256,93,31,4.8307,0
a_00797,2026-01-15,Vox,digital_explainer,j_11_006,Climate,Strategy/Game,0.561,0.181,0,0,781,294,26,12,4.3452,0
a_00798,2025-10-19,The Daily Beast,digital_politics,j_19_010,Politics,Human Interest,0.611,0.1,0,1,1015,243,27,16,4.3149,0
a_00799,2025-09-24,NPR,public_media,j_05_013,Politics,Economic Consequences,0.37,-0.18,0,1,839,185,34,15,4.234,0
a_00800,2025-10-16,NPR,public_media,j_05_018,Elections,Economic Consequences,0.755,-0.146,0,0,1041,98,17,9,3.6252,0
a_00801,2025-08-03,USA Today,legacy_mainstream,j_17_020,Education,Strategy/Game,0.151,-0.225,0,1,578,229,37,26,4.4695,0
a_00802,2025-09-22,The Washington Post,legacy_mainstream,j_01_007,Elections,Strategy/Game,0.401,-0.193,0,1,808,250,43,25,4.5496,0
a_00803,2025-10-29,Fox News,cable_news,j_07_034,Elections,Human Interest,0.209,0.427,1,1,719,363,24,35,4.6309,0
a_00804,2026-01-06,Politico,digital_politics,j_09_014,Immigration,Human Interest,0.049,0.263,0,1,961,329,78,16,4.777,0
a_00805,2025-12-06,BuzzFeed News,digital_viral,j_15_003,Elections,Thematic,-0.085,0.137,0,1,930,386,49,33,4.8581,0
a_00806,2025-12-14,The Wall Street Journal,legacy_mainstream,j_02_022,Crime,Episodic,0.245,-0.077,0,0,737,318,67,11,4.6454,0
a_00807,2025-11-03,MSNBC,cable_news,j_08_016,Politics,Morality,-0.184,-0.056,1,1,1031,857,57,139,5.5838,1
a_00808,2025-08-20,Reuters,wire_service,j_03_004,Politics,Economic Consequences,0.309,-0.022,0,0,698,89,13,3,3.3189,0
a_00809,2025-10-07,BuzzFeed News,digital_viral,j_15_004,Politics,Human Interest,0.053,-0.297,0,1,878,353,39,22,4.6684,0
a_00810,2026-01-20,HuffPost,digital_viral,j_12_014,Politics,Responsibility,0.092,0.134,0,0,510,246,41,9,4.3365,0
a_00811,2025-08-08,Politico,digital_politics,j_09_001,Health,Responsibility,-0.07,0.416,0,1,776,685,104,35,5.3783,1
a_00812,2025-12-31,Fox News,cable_news,j_07_009,Immigration,Economic Consequences,0.302,0.416,0,0,250,218,34,16,4.3278,0
a_00813,2025-11-27,Reuters,wire_service,j_03_004,Foreign Policy,Conflict,0.734,0.177,0,0,548,76,7,4,3.1176,0
a_00814,2025-09-19,New York Post,tabloid,j_18_009,Climate,Morality,-0.189,0.392,0,1,684,415,55,55,5.028,0
a_00815,2025-12-13,HuffPost,digital_viral,j_12_014,Politics,Episodic,-0.186,0.149,0,1,444,274,35,23,4.5191,0
